Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"1 Glenkeen Court, Redcross, County Wicklow, A67FY86",550000,5,4,0,233.0,5,52.889833,-6.147923,11099.0,redcross-wicklow,4,"Very spacious -  over 2500 sq.ft., Gas central heating, Five large bedrooms, 3 reception rooms, South facing rear garden, Immaculate throughout., B3 Rating",2003.0,2360.5150214592277,Medium-High,1
"Kylemore, Priory Street, New Ross, Co. Wexford, Y34YH99",190000,6,2,4,226.0,12,52.391341,-6.947402,18708.0,new-ross-wexford,2,"Close to schools & amenities., Lots of potential, OFCH",1899.0,840.70796460177,Low,4
"Irishtown, Irishtown, Co. Mayo, F12NP98",150000,5,2,4,153.0,13,53.662766,-8.885884,32267.0,irishtown-mayo,6,"Prime location In a sought after area , Close to all amenities of  Irishtown , Walking distance of church, school, pub. , Close to the N17 Galway to Sligo routeway ",1900.0,980.3921568627451,Low,4
"Radharc an DÃºin, Dooen Glebe, Newmills, F92 V1K0, Letterkenny, Co. Donegal, F92V1K0",750000,5,4,0,0.7,4,54.935621,-7.823088,31824.0,letterkenny-donegal,5,"Spectacular secluded residential property with great views, Stunning Two-Storey Stone Tower as central feature, Custom handmade staircase with stainless steel and brass railings topped with solid oak bannister, Interior gothic church windows with coving throughout, Natural slate roof/ patio with curved stone wall and sandstone slabs, Ash/walnut kitchen with granite island worktop, Floor rope and featured day/nightime ambient lighting, Feature sandstone fireplace, Mica tested and passed all tests report available for viewing., Solid oak doors floors and architrave throughout",2008.0,1071428.5714285716,High,0
"381 Blarney Street, Cork City, Co. Cork, T23DVW0",160000,2,1,5,111.0,14,51.902223,-8.480787,27571.0,cork-city,1,10 minutes walk from the city centrre,1899.0,1441.4414414414414,Low,4
"Tullycommons, Castlebar, Co. Mayo, F23A371",675000,4,5,0,255.0,5,53.866232,-9.337428,120570.0,castlebar-mayo,6,"Superior family residence., 4 beds / 5 baths., 2,740 sq. ft. / 255 sq. metres., Exceptionally private & mature site of 1.2 acres., Rear access road., Large garage suitable for varied uses., 750 metres to Snugboro National School.",1999.0,2647.0588235294117,High,0
"Cregganbell, Birr Road, Roscrea, Co Tipperary, E53E278",355000,9,8,6,334.0,11,52.960997,-7.805573,12203.0,roscrea-tipperary,13,"Gas fired central heating., Security alarm installed & flood lighting externally., Short stroll to the town centre, All accommodation on ground floor., Private gardens to rear with vehicular side entrance. Great parking facilities to front of house., Good layout throughout the house., E fibre broadband available., Mains water & mains sewerage connection.",1970.0,1062.874251497006,Medium,2
"Benarde, Maunsells Road, Taylor's Hill, Co. Galway, H91HDP9",1400000,5,1,0,234.0,14,53.26876,-9.076697,36927.0,taylor-s-hill-galway,3,"Large detached period residence, Built in 1840s by Eyre family, Spacious & private green surroundings, Sought after residential location, Abundance of potential, Off-street parking, Walking distance to Galway City",1840.0,5982.9059829059825,High,0
"Ballycommane, Durrus, Co. Cork, P75EN80",495000,5,3,0,187.0,6,51.630168,-9.480275,13114.0,durrus-cork,1,Unknown,1890.0,2647.0588235294117,Medium-High,1
"5 Ard Na Mara, Shannon, Co. Clare, V14YD88",450000,4,2,0,281.0,13,52.707112,-8.872624,26127.0,shannon-clare,8,"Great location, Quite cul de sac, 3,025 sqft (281 msq), 0.54 acres, Very spacious home, Lovey mature private gardens, Walking distance of schools, Close to all amenities and shopping, An ideal family home",1972.0,1601.423487544484,Medium,2
"Laburnum House, Air Hill, E53WC94",275000,5,2,0,163.0,13,52.950459,-7.794879,20665.0,roscrea-tipperary,13,"Perfect location. Private and yet close to all services., House on mains water connection and septic tank drainage., The house is a blank canvas and ready for a new owners plans. It is ideal for an upgrade project with grants available from SEAI., Oil fired central heating installed., ESB is supplied and connected.",1975.0,1687.1165644171779,Medium-Low,3
"Montevideo Rd, E53PW67",350000,4,2,0,163.0,10,52.959056,-7.804086,7058.0,roscrea-tipperary,13,"Mains water &amp; mains sewerage connections., Solid teak doors, architraving, skirting and staircase., Stira attic stairs to large attic from the landing., Oil fired central heating &amp; back boiler in the living room., The D1 BER rating can be improved with grant assistance through the SEAI schemes available to everyone.",1981.0,2147.239263803681,Medium,2
"Main Street, Athleague, Co. Roscommon, F42FH93",250000,4,2,0,243.0,14,53.567829,-8.258131,11816.0,athleague-roscommon,16,"Sitting Room  18  x  27 ft, Dining Room   27  x  12 ft, Kitchen  27  x  15ft, Bedroom 1     24  x  15 ft, Bedroom 2    18  x  15 ft, Bedroom 3  18  x  12 ft, Bedroom 4  24  x 15 ft",1890.0,1028.80658436214,Low,4
"Rathnaleen, Nenagh, Co. Tipperary, E45XE18",619950,4,3,0,0.49,8,52.8772477,-8.1743169,13389.0,nenagh-tipperary,13,"Wonderful family home in a prime location, just 2.6km from Nenagh town & all amenities, O.F.C.H. & mains water, Broadband available in the area, Fully converted garage, 0.49 acre site with option to purchase additional 1.33 acres with sheds and stables",1992.0,1265204.081632653,Medium-High,1
"Lahernahone, Ballyconnell, Co. Cavan, H14XT97",385000,5,5,0,400.0,9,54.10587,-7.597857,21364.0,ballyconnell-cavan,20,"Excellent Location, A haven for wildlife, Peace and tranquility all around, Ideal family home , Low Maintenance Exterior, Gated Entrance",2000.0,962.5,Medium,2
"11 Dalton Mews, Malahide, Co Dublin, K36E291",1275000,5,4,0,210.0,7,53.441691,-6.152748,17891.0,malahide-dublin,0,"5 Bedroom Detached Family Home on a significant plot at the end of cul de sac, 2 Side entrances, Private driveway with electric gate, Gas Central Heating System, Master & Guest bedroom ensuite, Open plan kitchen, dining, family area",2003.0,6071.428571428572,High,0
"The Anchorage, Summercove, Kinsale, Co. Cork, P17HF90",1950000,3,2,3,220.0,11,51.700354,-8.500151,33706.0,kinsale-cork,1,Unknown,1850.0,8863.636363636364,High,0
"Tivoli House, Tivoli, Co. Cork, T23F38A",1600000,5,4,0,210.0,5,51.906069,-8.429183,33382.0,tivoli-cork,1,"Extremely private with amazing views over Cork harbour on a very large plot of 3.15 acres., Development Potential., B3 energy rating., New Ember heating system. This is an oil fired central heating system with Ember EPH control facility that allows you control hot water and heating fr, New contemporary design electric gates remotely operated., High spec security surveillance system that can also be monitored from your smartphone ensuring the property is monitored every second of every day.",1961.0,7619.047619047619,High,0
"7 Model Cottages, Blarney Street, Cork City, Co. Cork, T23H6Y3",160000,2,1,5,56.0,11,51.901429,-8.48932,20929.0,cork-city,1,"10 minute walk from Cork City centre, Views of Cork City , Superb well kept condition for property's age, Rear yard, Parking outside property",1900.0,2857.1428571428573,Low,4
"Brackloon West, Bekan, Claremorris, Co. Mayo, F12E6W7",170000,4,2,0,163.0,10,53.766588,-8.871295,46293.0,claremorris-mayo,6,"Prime location In a sought after area , Countryside setting , Close to all amenities , 25 mins Airport , Family home with the benefit of a granny flat ",1950.0,1042.9447852760736,Low,4
"Fir Tree House, Lecanvey, Westport, Co. Mayo, F28HF63",695000,5,3,0,238.0,5,53.775337,-9.708266,21606.0,westport-mayo,6,"fitted kitchen , 3 bathrooms (2 en-suite), Tile and wooden floors throughout, Natural slate roof, Condensing oil boiler",2006.0,2920.168067226891,High,0
"1 Holycross Cottages, Holycross, E41EV72",217500,3,1,0,78.0,10,52.63671,-7.867796,14531.0,thurles-tipperary,13,"3-Bed Thatched Cottage, Immaculate Condition, South-Facing Rear Aspect, Overlooking River Suir &amp; Holycross Abbey, Exclusive Development of just 10 Cottages",1980.0,2788.4615384615386,Low,4
"Gortaroe Lodge, Lodge Road, Westport, Co Mayo, F28PE55",559000,4,5,0,194.0,4,53.810002,-9.508541,25472.0,westport-mayo,6,"Peaceful countryside setting just 5 minutes’ drive from Westport town centre, Well maintained, Hollowcore floors, Excellent energy rating, Solar panels, LPG heating, Detached garage, 2.3 km from Westport town centre",2007.0,2881.443298969072,Medium-High,1
"Kilkenny Abbey, Glasson, Co. Westmeath, N37YA66",460000,5,3,0,174.0,7,53.485904,-7.814691,21396.0,glasson-westmeath,23,"5 Bed Detached Home, Countryside Setting, Highly sought after area.",2002.0,2643.67816091954,Medium-High,1
"Knockshanvalley, Straide, Foxford, Co. Mayo",250000,4,5,0,260.0,10,53.92387546864367,-9.134953014756036,34248.0,foxford-mayo,6,"Shell & Core Finish, Hollowcore concrete to first floor, Partially wired, Ducted for heat recovery system, Concrete stairs to loft area with velux windows fitted, PVC double glazing, Additional .75 of an acre available which runs to the Straide River, Raft foundation, Electric and water utilities on site, Laundry chute from hotpress to Utility room.",2008.0,961.5384615384615,Low,4
"Ballynastangford Lower, Claremorris, Ballynastangford, Co. Mayo, F12W827",350000,4,2,6,172.0,8,53.767486,-9.050986,10859.0,ballynastangford-mayo,6,"Excellent location just off N60, Prime location in a sought after area , Countryside Sitting , 5 minutes drive to Claremorris town centre , Close to all amenities , OFCH, septic tank and mains & water, 10 mins drive to train station , Show house condition throughout ",1994.0,2034.8837209302326,Medium,2
"Cloondroon, Tuam, Co. Galway, H54Y720",225000,3,1,0,104.0,9,53.640647,-8.911684,15093.0,tuam-galway,3,Unknown,1998.0,2163.4615384615386,Low,4
"1 Glenkeen, Redcross, Co. Wicklow, A67PX78",569000,5,4,0,234.0,6,52.889893,-6.14792,9254.0,redcross-wicklow,4,"Prestigious Small Development, Access to M11 in 7 mins, 5 Bedrooms with 2 En Suites, New kitchen less than two years old, New high efficiency boiler, West facing back garden with Sun Room, Kitchen/Diner 9.4m X 5.0m plus TV Lounge 7.2m X 3.7m, Master Bedroom & En Suite 6.2m X 5.0m",2001.0,2431.6239316239316,Medium-High,1
"7 Mary Street Upper, New Ross, Co. Wexford, Y34H966",99000,3,2,5,78.0,11,52.395858,-6.94029,28446.0,new-ross-wexford,2,"78sqm approx, Mains water and sewage, Walking distance of all amenties New Ross has to offer",1920.0,1269.2307692307693,Low,4
"1 The Laurels, McCurtain Street, Gorey, Co. Wexford, Y25Y8V0",350000,2,3,3,85.0,5,52.674281,-6.301378,14662.0,gorey-wexford,2,Unknown,2006.0,4117.64705882353,Medium,2
"Ballinaberna, Ballywilliam, Enniscorthy, Co. Wexford, Y21Y012",298000,3,3,0,135.0,6,52.474112,-6.858405,15461.0,enniscorthy-wexford,2,"Rural location, Short Drive to New Ross & New Ross Bypass, Enclosed & Well Fenced Mature Gardens, Oil Fired Central Heating., All windows & doors double glazed & PVC.",2008.0,2207.4074074074074,Medium-Low,3
"The Cottage, Clonmore, Togher, Co. Louth, A92T654",599000,5,3,0,220.0,4,53.838376,-6.307648,15748.0,togher-louth,18,"0.5 Acre Site, Restored & Renovated 1900's Cottage, Detached Purpose Built Creche, Separate Ample Parking for Home & Creche., Oil Fired Central Heating., Just 3.5km to Port Beach and Coast Road.",1900.0,2722.7272727272725,Medium-High,1
"Spawell Road, Wexford Town, Y35PXF8",190000,2,1,4,56.0,14,52.342371,-6.468545,21109.0,wexford-town-wexford,2,"A stones' throw from Main Street, New windows and doors (internal and external), Recently replastered, New kitchen, New electric heating system",1900.0,3392.8571428571427,Low,4
"9 Hamilton Hill, Barnageeragh, Skerries, Co. Dublin, K34RW64",630000,5,3,4,172.0,2,53.584274,-6.141759,21265.0,skerries-dublin,0,"Excellent location, A Rated home, 3 Floors of spacious accommodation, Sea views from front rooms, Private off street parking for 2 cars, Close to Skerries point shopping centre, Close to local schools, Beautiful coastal walks, Walking distance to train station and Skerries town centre",2017.0,3662.7906976744184,Medium-High,1
"Lissalway, Castlerea, Co. Roscommon, F45YX93",175000,3,2,0,116.0,13,53.758593,-8.374007,35693.0,castlerea-roscommon,16,"Prime location In a sought after area , Countryside setting , 2 mins driving distance of church, schools, post office and shops, 25 mins Airport , 10 Mins drive to Castlerea town and train station , OFCH, Mains Water and septic tank , Fibre broadband connected to property , Secondary bus passes by the property ",1900.0,1508.6206896551723,Low,4
"Mullaghroe, Cloonloo, Boyle, Co. Sligo",230000,3,3,0,170.0,10,53.98650935489477,-8.461197552029915,32272.0,boyle-sligo,17,Unknown,1964.0,1352.9411764705883,Low,4
"Sigginstown, Tacumshane, Co. Wexford, Y35PFW0",295000,3,2,0,115.0,13,52.204676,-6.447464,11730.0,tacumshane-wexford,2,"Premium coastal location., Surrounded by many beautiful beaches., Presented in great condition., Bright & spacious accommodation",1990.0,2565.217391304348,Medium-Low,3
"Lower Main Street, Graiguenamanagh, Co. Kilkenny, R95W5HF",195000,2,1,8,102.0,14,52.54065,-6.955605,8202.0,graiguenamanagh-kilkenny,15,"Town Centre , Above the shop living, Beautiful River Walks and Scenery ",1890.0,1911.764705882353,Low,4
"Grange, Fethard-On-Sea, Co. Wexford, Y34AN88",330000,4,2,0,140.0,9,52.194552,-6.841792,7576.0,fethard-on-sea-wexford,2,"Convenient village location 	, Picturesque coastal village , 10 mins walk to beach, Close to all amenities",1999.0,2357.1428571428573,Medium-Low,3
"Glencullen Upper, Bangor Erris, Ballina, Co. Mayo, F26E7C1",102000,3,1,6,71.0,11,54.167923,-9.670564,18021.0,ballina-mayo,6,"Detached 3 bedroom bungalow on Circa 0.93Acres., 10 Minute drive to Bangor Erris Village., Bangor is known for its angling., 20 minute drive to Belmullet town., Local amenities are school, post office, pubs, grocery store & restaurants., Eircode F26E7C1",1986.0,1436.619718309859,Low,4
"2 Church Building, 9 Main Street, Arklow, Co Wicklow, Y14E778",550000,4,2,5,310.0,9,52.79823,-6.156258,8452.0,arklow-wicklow,4,"Special features & Services:, Prime three-storey property with large (47 sq.m) attic which fronts onto Arklow’s Main Street, The entire building extends to approx. 300 sq.m / 3228 sq. ft. with WC facilities on each floor., Two ground floor retail units including WC and Store:  Size: c. 174 sq.m /1872 sq. ft., Yard c. 18.9 sq.m / 204sq ft., Residential accommodation on first and second floor (Alternative uses may be considered on the upper floors, subject to planning permission). c. 126 s, Located right in the heart of Arklow towns Main Street. Minutes’ walk from the main street shopping, supermarkets, bus stop, train station, Bridgewate, Fantastic Investment Opportunity., Comes to market with vacant possession., Public transport with a combination of bus and rail routes are close by.",1910.0,1774.1935483870968,Medium-High,1
"Rose Cottage, Carrigrohane Road, Carrigrohane, Co. Cork, T12W24D",195000,3,1,0,60.0,14,51.896366,-8.543633,57226.0,carrigrohane-cork,1,Unknown,1920.0,3250.0,Low,4
"Ballyfrory House, Ballyfrory, Duncormick, Co. Wexford, Y35PV29",250000,3,2,0,121.0,13,52.241201,-6.692882,18164.0,duncormick-wexford,2,"3 bedroom/2 bath country house of c 1,300 sqft., On c 0.6 acres of mature grounds with front courtyard and back garden area., Stone outhouse and additional storage sheds - great potential for conversion., Piered and gated entry with ample parking., Close to all amenities, beaches and attractions of Bannow and Ballyteigue Burrow., Kilmore Quay c 15 minutes, Wexford c 20 minutes, New Ross c 30 minutes and Rosslare Europort just 40 minutes., WELL LOCATED PROPERTY WITH CHARACTER AND OPPORTUNITY!",1860.0,2066.115702479339,Low,4
"16 Silverdale, Kilmuckridge, Co. Wexford, Y25Y863",270000,4,2,4,138.0,6,52.515091,-6.284176,8608.0,kilmuckridge-wexford,2,"Mains Water, Mains Sewerage, Oil Fired Central Heating",1999.0,1956.5217391304348,Medium-Low,3
"Mulrankin On 3.5 Acres, Bridgetown, Co. Wexford, Y35XW10",725000,4,3,0,230.0,7,52.245614,-6.550432,19148.0,bridgetown-wexford,2,"Timber frame home with 6 inch insulation, Lovely features throughout including sash windows, Built 2002, Ground Floor 154 sqm + 27 sqm veranda, First Floor is 80 sqm, Private site of approximately 3.5 acres, Surrounded by orchards and mature gardens, Secluded but not isolated, Detached shed with 2  x WC in loft area and office beneath, 3 phase power, Close to local amenities, beaches, schools, 13 km to Wexford Town",2001.0,3152.1739130434785,High,0
"Rathmahon, Fernhill Road, Carrigaline, Co. Cork, P43V076",820000,4,3,0,217.0,5,51.823811,-8.381182,29560.0,carrigaline-cork,1,"Size: c. 217.2 sq m (2,335 sq ft), Oil Fired Central Heating, PVC Double Glazed Windows & Doors, Magnificent c. 1.2 acre site, Private chipped entrance driveway, All mains services, Minutes to all amenities & services in Carrigaline, Minutes drive to all major pharmaceutical companies/employers in Ringaskiddy, Short commute to Cork City Centre, Cork Airport & Ringaskiddy",1998.0,3778.8018433179723,High,0
"Hoganswood, Clane, Co Kildare",775000,4,3,0,233.0,7,53.289758,-6.70992,25685.0,clane-kildare,7,"Built C. 2007,, Oil fire central heating, PVC double glazed windows, Alarm on ground floor (phonewatch), 6 Panel internal doors, blinds, curtain poles, Electronic entrance gates, Tarmac driveway and yard, Elevated rear lawn with retaining walls & feature wall-lights, Outside Tap, Enclosed rear gardens",2007.0,3326.1802575107295,High,0
"Tevere, Castlecomer Road, Kilkenny, Co. Kilkenny, R95VC4A",850000,5,4,0,330.0,7,52.668731,-7.251953,11464.0,kilkenny-kilkenny,15,"Turn Key Condition , Stylish property in prestigious location, Walking  distance to all town amenities, Dual entrances",1996.0,2575.757575757576,High,0
"9 The Demense, Monkstown, Co. Cork, T12ND9H",930000,4,4,0,263.0,8,51.847201,-8.341004,20958.0,monkstown-cork,1,"Spacious 4 Bedroom House., situated on a private 0.8 acre garden which has extensive ornamental trees & shrubbery., Oil Fired Central Heating., Double Glazed Throughout., Garage to Rear.",1992.0,3536.1216730038022,High,0
"Carrowroe, Williamstown, Co. Galway, F45E984",89000,3,1,6,67.0,14,53.67165,-8.594423,19811.0,williamstown-galway,3,"Eircode F45 E984, Countryside location, Large site with paddock (0.75 acres), Spacious living and sleeping accommodation, Short drive to Williamstown, An hours drive to Galway, Sligo, Athlone or Westport, Mature gardens, Opportunity to extend , Viewing comes recommended, Exceptional value",1945.0,1328.358208955224,Low,4
"Littlefield, Gortnahoe, Thurles, Co. Tipperary, E41WP63",165000,2,1,0,44.0,12,52.640076,-7.594524,13424.0,ballysloe-tipperary,13,"* 2-Bed Cottage, * Tastefully Decorated, * Large 1.06 Acre Site, * Elevated Scenic Setting, * Affordable Opportunity, * Excellent Condition Throughout",1930.0,3750.0,Low,4
"Cloonrane, Ballindine, Co. Mayo",349000,4,1,0,139.0,10,53.66854356068413,-8.956787506073255,21827.0,ballindine-mayo,6,"Show house condition throughout , Compact Residential Holding, Prime location in a much sought after area , 25 mins Airport , 10 Mins drive to Claremorris town , Close to all amenities of Ballindine Village , Water supply from own well and septic tank , Pvc windows and doors , Eircode F12vw99 ",1920.0,2510.7913669064747,Medium,2
"Ballyteige, Glenhest, Newport, Co. Mayo, F28V020",435000,5,3,0,209.0,7,53.930784,-9.427331,14059.0,newport-mayo,6,"Magnificent stone faced detached house, Nestled in the Picturesque setting of Beltra Lake, High Standard of craftmanship and specification",2004.0,2081.33971291866,Medium,2
"Ballybane, Monivea, Co. Galway, H65PC42",485000,4,3,0,219.0,6,53.397406,-8.639783,20476.0,monivea-galway,3,"Superb substantial 4 bedroom family home of distinction -  Generously proportioned rooms., Nestling on a wonderful elevated site in picturesque location Close to all amenities.- Lovely residential area and neighbourhood, Fine double garage of approx. 850 sq ft offering enormous potential, Good broadband, Fine partly converted attic, floored, Stira stairs., Superb solid oak kitchen with granite worktops, Feature oak stairs, panel doors and timber floors., Beautiful tiled and timber floors.  - Hollowcore floors to first floor, Local sports and recreational pitches nearby, Quality panelled doors and stylish architrave and skirting joinery work throughout ",2005.0,2214.611872146119,Medium-High,1
"FUTUREFLUE, Cappry House, Ballybofey, Co. Donegal, F93RX44",565000,9,9,0,300.0,5,54.803438,-7.81009,14037.0,ballybofey-donegal,5,"Newly Roofed, Solid fuel and Oil Central Heating., Gas Fire, Large industrial type shed, c.0.9 acre site",1975.0,1883.3333333333333,Medium-High,1
"Castledockrill, Enniscorthy, Co. Wexford, Y21P5N0",450000,5,3,0,256.0,5,52.581352,-6.641218,13700.0,enniscorthy-wexford,2,Unknown,1988.0,1757.8125,Medium,2
"2 Highfield Mews, Rathmines Road Upper, Rathmines, Dublin 6, D06R2E1",650000,4,1,0,94.0,10,53.313747,-6.264715,34265.0,rathmines-dublin,0,"Approx. 94 sq m, Prime location, Good condition throughout, Off street parking for 2 cars, Attractive front courtyard garden, Rear pedestrian access, Within short walking distance of Rathmines and Terenure Villages, Easy access to city centre, Gas fired central heating, Quiet surroundings",1890.0,6914.893617021276,High,0
"Coolagowan, Listowel, Co. Kerry, V31FV04",399000,5,4,0,220.0,6,52.434409,-9.590238,13319.0,listowel-kerry,9,"Underfloor heating on ground floor, Radiators on first floor and 4 heating zones, Solid fuel stove in living room, Pumped cavity wall insulation, 25 mm insulated slab to all external walls, Turkish Thatch premium roofing materials (long-lasting lifespan), PVC double-glazed windows throughout, Extensive use of marble flooring including on stairs, Granite worktops in kitchen and utility, 2 en-suite shower rooms",1998.0,1813.6363636363637,Medium,2
"Primrose Cottage, Main Street, Duncannon, Co. Wexford, Y34TP63",220000,2,1,4,62.0,13,52.221194,-6.931997,17696.0,duncannon-wexford,2,"2-bedroom charming cottage with private courtyard-style rear garden., Double glazed PVC windows and slate roof., Central village location with 2 pubs/restaurants and coffee shop., Short stroll to Blue Flag Duncannon Beach and Duncannon Fort., Close to popular tourist attractions like Hook Head Peninsula and Tintern walking trails., 30 minutes drive to New Ross and Waterford City.",1890.0,3548.3870967741937,Low,4
"Edelweiss, 67 Wilton Road, Cork City, Co. Cork, T12P2FN",425000,4,2,4,122.0,13,51.88581,-8.506462,13132.0,cork-city,1,"Access to PBC sports grounds, PVC double glazed windows., Private off street parking., Ideal Family location., Centrally located",1940.0,3483.6065573770493,Medium,2
"Ballykelly, Broadford, Co. Clare, V94DC8H",445000,5,3,0,265.0,4,52.801546,-8.673583,19367.0,broadford-clare,8,"Green Mortgage applicable, Oil fired central heating, Modern family home, Private well and bio cycle, Only 25 minutes from Limerick and Ennis, 20 mins from Shannon, Solar panels, Panoramic views, high fibre broadband and monitored alarm, landscaped gardens, Detached garage and a large dog run",2005.0,1679.245283018868,Medium,2
"21 Woodlane, Birr, Co. Offaly, R42PF62",335000,4,3,4,164.0,7,53.087882,-7.898041,12731.0,birr-offaly,21,"4 Bedroom and 2 Bathrooms , Fantastic location on the outskirts of Birr Town , Exceptionally finished dwelling , Efficiency Energy Rating C2 , Cul De Sac Road , Oil central heating, Double glazed windows ,  CCTV. Alarm. ",2001.0,2042.6829268292684,Medium-Low,3
"4 Bed A Rated Semi Detached Home, 4 Bed A Rated Semi Detached Home, Old Forest, Final Stage Of Development, Bunclody, Co. Wexford, Y21CX9R",305000,4,2,4,134.0,1,52.643324,-6.649403,9569.0,bunclody-wexford,2,Unknown,2022.0,2276.1194029850744,Medium-Low,3
"Cluin, Allihies, Beara, Co. Cork, P75EE37",269000,3,3,4,103.0,7,51.641087,-10.04415,14741.0,allihies-cork,1,Unknown,2005.0,2611.650485436893,Medium-Low,3
"Ocean View Cottage, Rushanes, Glandore, Co. Cork, P81VY02",1850000,5,5,0,435.0,5,51.566058,-9.110029,42803.0,glandore-cork,1,Unknown,2006.0,4252.873563218391,High,0
"High Grove, Carrowroe, Williamstown, Co. Galway, F45E378",250000,3,1,0,138.0,12,53.665858,-8.580663,17125.0,williamstown-galway,3,"Tree Lined Tarmac. Avenue, Standing on Circa. 5.25 Acres of Good Quality Agricultural Lands, Range of Outbuildings, Countryside Living at Its Finest, Spacious Living Accommodation, Wonderful Countryside Setting , Similar Properties are a Rare Find!",1910.0,1811.5942028985507,Low,4
"1 The Cloisters, Waterville, Co. Kerry, V23XK40",375000,4,4,0,230.0,7,51.83433,-10.170996,19028.0,waterville-kerry,9,"Stone Elevations, South Facing Rear Garden, Gas Central Heating, Separate Utility Room, Store/Work Room, Walking Distance to Village Centre, Generous Garden, Close to Golf Courses & Promenade",2007.0,1630.4347826086957,Medium,2
"Hilltop, Ballyorban, Monkstown, Co. Cork, T12V6WH",1750000,5,4,0,288.0,12,51.841261,-8.3845,43262.0,monkstown-cork,1,"Architecturally designed five-bedroom residence, Approx. 287 sq m / 3100 sq ft, Elevated site measuring about 2.02 hectares / 2.7 acres, Development potential subject to planning, Built C. 1982 on a south facing site with harbour views, High quality finish and construction detailing throughout, Four International size horse stables, OFCH / Underfloor heating, Alarm /Mains water / Concrete septic tank",1982.0,6076.388888888889,High,0
"Balivor House, Ballylawn, Manorcunningham, Co. Donegal, F92P267",390000,4,1,0,253.0,7,54.989579,-7.574043,10507.0,manorcunningham-donegal,5,Unknown,2004.0,1541.501976284585,Medium,2
"Clonkeeffy, Oldcastle, Co. Cavan, A82HD39",449950,4,3,0,204.0,9,53.81007,-7.167252,9933.0,oldcastle-cavan,20,"Spacious family home of c. 204 sqm, Oil fired central heating, Septic tank & Group water scheme, Large Garage, Peaceful location, Within 50 Minutes€TMdrive to M50, Close to schools &  local amenities",1997.0,2205.6372549019607,Medium,2
"3 Newbridge Cottages, Galway Road, Clifden, Co.Galway, H71EE33",200000,3,0,4,106.0,6,53.48674,-9.992895,13206.0,clifden-galway,3,Unknown,1900.0,1886.7924528301887,Low,4
"Cairn High, Ramelton, Co. Donegal, F92A9W8",475000,5,2,0,380.0,6,55.070308,-7.647838,15017.0,ramelton-donegal,5,Unknown,2004.0,1250.0,Medium-High,1
"House & 5.75 Acres, Naomh Aine, Glennagevlagh, Leenane, Co. Galway, H91HD7T",485000,3,2,0,144.0,8,53.599744,-9.66946,7351.0,glennagevlagh-galway,3,"Substantial detached 3 bedroom property, Well maintained and excellent condition throughout, Set on an elevated private site of 5.75 acres, Beautiful sea, countryside and mountain views, OFCH, 500 MBPS broadband, Less that 5 minutes drive from Leenane Village, Detached garage",2005.0,3368.0555555555557,Medium-High,1
"Meneen, Aghagower, Westport, Co. Mayo, F28FT50",445000,6,4,0,188.0,7,53.788029,-9.463964,15870.0,westport-mayo,6,"Spacious dormer bungalow. Separate office or store.  Approximately 1kms to Country Lodge Hotel.,  PVC windows & doors. , OFCH., Landscaped garden., Separate office or store. , Approximately 5kms to Westport town. , Approximatley 2kms to Knockrooskey NS , Approximately 1kms to Country Lodge Hotel.",2001.0,2367.021276595745,Medium,2
"Johnduffswood, Old Leighlin, Leighlinbridge, Co. Carlow, R93ND88",550000,4,3,0,237.0,7,52.750475,-7.024121,12343.0,leighlinbridge-carlow,22,"Immaculate home, Large plot, Detached garage, Village location, O.F.C.H., Private services",2002.0,2320.675105485232,Medium-High,1
"15 Skeffington Street, Wexford Town, Co. Wexford, Y35E6K1",169500,4,1,5,93.0,13,52.342089,-6.463453,26488.0,wexford-town-wexford,2,"MID TERRACED TOWN RESIDENCE, DIRECTLY ADJACENT TO WEXFORD'S MAIN STREET, ALL TOWN AMENITIES AT ITS DOORSTEP, OIL FIRED CENTRAL HEATING, SHORT STROLL TO WEXFORD'S QUAY FRONT, IDEAL PERMANENT, RETIREMENT  OR  1ST TIME BUYER RESIDENCE",1888.0,1822.5806451612902,Low,4
"Coolgrange House, Granges Road, Kilkenny, R95X3C4",950000,5,4,0,296.0,5,52.665714,-7.268902,17390.0,kilkenny-kilkenny,15,"Premium detached residence on circa 1 Acre / 0.4 Hectares, Property built by the owners in 1995, Full planning permission granted to build a detached four bedroome two storey house - 222 Sq. M. / 2,392 Sq. Ft. approx. with a detached garage to inc, Five double bedrooms (master with ensuite and walk-in wardrobe & bedroom two with an en-suite), Large Games Room at second floor level, Detached garage converted to a home office - planning permission granted for this in September 2022, Secluded landscaped gardens, BER RATING - B3, SERVICES:, Oil fired central heating",1996.0,3209.4594594594596,High,0
"26 Old Blackrock Road, Cork City Centre, T12W5KW",230000,2,1,3,73.0,13,51.893613,-8.460932,26140.0,Unknown,11,"Double Glazed Windows, Enclosed rear yard and garden, Located a short distance from Cork City centre, Floored attic",1900.0,3150.6849315068494,Low,4
"7 Thomond Villas, Thomondgate, Co. Limerick, V94R726",250000,3,3,5,7.0,13,52.670717,-8.630969,17463.0,thomondgate-limerick,12,Unknown,1900.0,35714.28571428572,Low,4
